sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Pixel_Fillrate,6.666666,37834900,1067,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,,,0,0,0,0
Pixel_Blend_Fillrate,2.606429,14792099,417,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,,,0,0,0,0
Trianglerate,1.533742,870435,305086,640,480,32,0,0,0,3,100000,99458,1000,2,0,0,10,1,,,0,0,0,0
Trianglerate_NoStrip,2.109704,598654,209827,640,480,32,0,0,0,3,100000,99458,1000,1,0,0,10,0,,,0,0,0,0
Tx_Trianglerate_NoStrip,0.268097,76076,26664,640,480,32,0,0,0,3,100000,99458,1000,1,0,0,20,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Fillrate,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Blend_Fillrate,,,,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,1,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Pixel_Fillrate_Z,5.899704,33482212,944,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,,,0,0,0,0
Pixel_Blend_Fillrate_Z,2.431118,13797169,389,640,480,32,24,0,0,3,10,8,1000,20,0,1,10,0,,,0,0,0,0
Trianglerate_Z,1.198322,680076,238365,640,480,32,24,0,0,3,100000,99458,1000,2,0,0,10,1,,,0,0,0,0
Trianglerate_NoStrip_Z,1.760563,499581,175102,640,480,32,24,0,0,3,100000,99458,1000,1,0,0,10,0,,,0,0,0,0
Tx_Trianglerate_NoStrip_Z,0.255297,72444,25391,640,480,32,24,0,0,3,100000,99458,1000,1,0,0,20,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Fillrate_Z,,,,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Blend_Fillrate_Z,,,,640,480,32,24,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,1,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Multi-Tx_Pixel_Fillrate,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,texture2.bmp,0,1,0,0
Multi-Tx_Pixel_Fillrate_multipass,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,texture2.bmp,0,1,0,1
Tx_Pixel_Fillrate_No_Color,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,1,1,0,0
Tx_Pixel_Fillrate_No_Filtering,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,0,0,0
Tx_Pixel_Blend_Fillrate_No_Filtering,,,,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,0,0,0
Lowres_Tx_Pixel_Fillrate,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,1,0,0
Lowres_Tx_Pixel_Fillrate_No_Filtering,,,,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,0,0,0
Driver_overhead_Trianglerate,1.177163,1177163,11772,640,480,32,0,0,0,2,10000,10000,100,20,0,0,10,1,,,0,0,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Lowres_Tx_Pixel_Fillrate_Z,,,,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,1,0,0
Lowres_Tx_Pixel_Fillrate_No_Filtering_Z,,,,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,0,0,0
