sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Pixel_Fillrate,9.940356,56413864,1590,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,,,0,0,0,0
Pixel_Blend_Fillrate,9.910801,56246128,1586,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,,,0,0,0,0
Trianglerate,3.137255,1780466,624050,640,480,32,0,0,0,3,100000,99458,1000,2,0,0,10,1,,,0,0,0,0
Trianglerate_NoStrip,2.375297,674018,236242,640,480,32,0,0,0,3,100000,99458,1000,1,0,0,10,0,,,0,0,0,0
Tx_Trianglerate_NoStrip,1.743679,494789,173423,640,480,32,0,0,0,3,100000,99458,1000,1,0,0,20,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Fillrate,5.415162,30732320,866,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Blend_Fillrate,4.960318,28150970,794,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,1,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Pixel_Fillrate_Z,9.900990,56190452,1584,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,,,0,0,0,0
Pixel_Blend_Fillrate_Z,8.498583,48231460,1360,640,480,32,24,0,0,3,10,8,1000,20,0,1,10,0,,,0,0,0,0
Trianglerate_Z,2.967359,1684046,590255,640,480,32,24,0,0,3,100000,99458,1000,2,0,0,10,1,,,0,0,0,0
Trianglerate_NoStrip_Z,2.380952,675623,236805,640,480,32,24,0,0,3,100000,99458,1000,1,0,0,10,0,,,0,0,0,0
Tx_Trianglerate_NoStrip_Z,1.707942,484649,169868,640,480,32,24,0,0,3,100000,99458,1000,1,0,0,20,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Fillrate_Z,4.255319,24149938,681,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,1,0,0
Tx_Pixel_Blend_Fillrate_Z,3.968253,22520772,635,640,480,32,24,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,1,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Multi-Tx_Pixel_Fillrate,2.590674,14702683,415,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,texture2.bmp,0,1,0,0
Multi-Tx_Pixel_Fillrate_multipass,2.533784,14379819,405,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,texture2.bmp,0,1,0,1
Tx_Pixel_Fillrate_No_Color,5.405406,30676950,865,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,1,1,0,0
Tx_Pixel_Fillrate_No_Filtering,5.958292,33814708,953,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture1.bmp,,0,0,0,0
Tx_Pixel_Blend_Fillrate_No_Filtering,4.955401,28123068,793,640,480,32,0,0,0,3,10,8,1000,20,0,1,10,0,texture1.bmp,,0,0,0,0
Lowres_Tx_Pixel_Fillrate,9.920633,56301932,1587,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,1,0,0
Lowres_Tx_Pixel_Fillrate_No_Filtering,9.606148,54517152,1537,640,480,32,0,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,0,0,0
Driver_overhead_Trianglerate,5.934718,5934718,59347,640,480,32,0,0,0,2,10000,10000,100,20,0,0,10,1,,,0,0,0,0
sep=,
testName,fps,fillrate,trianglerate,windowWidth,windowHeight,colorsBits,depthBits,windowFrame,clearBuffers,scene,trianglesCount,realTrianglesCount,scene2_trianglesPixels,scene3_planesCount,wireFrame,blending,runSeconds,triangleStrip,textureFileName1,textureFileName2,polygonNoColor,textureFilter,isMultitexture,disableMultitexture
Lowres_Tx_Pixel_Fillrate_Z,7.804877,44294516,1249,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,1,0,0
Lowres_Tx_Pixel_Fillrate_No_Filtering_Z,7.912957,44907896,1266,640,480,32,24,0,0,3,10,8,1000,20,0,0,10,0,texture_l.bmp,,0,0,0,0
